"","WN","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20"
"1",432.371189,128.891395637064,-1.37877204437146,12.5883225979783,-4.04425230969331,-4.84781567700907,8.32459880521813,-6.95115789930947,13.1241834312316,1.11055091323293,-9.58687173519063,1.23340850854161,4.41175773634926,6.27045435981113,13.4398646595284,11.3868794619525,6.48989506366573,-5.45234733727316,-1.92366407111886,0.223787066609872,1.25126954778297
"2",434.234858,127.553772752767,-1.31053293824576,12.4523972413585,-4.01393937828111,-4.84274085280586,8.24894095611898,-6.97049429293159,13.0562106491305,1.03087858864589,-9.58222872241424,1.25279755099273,4.29217229541926,6.21791742118022,13.5227226675368,11.3266250660125,6.48754537545726,-5.45934382682946,-1.91573712161575,0.26711412791274,1.36808937163029
"3",436.098527,126.646120084031,-1.3879154366068,12.398294718263,-4.24045120224562,-4.97816528152297,8.33637462939811,-6.5972338082068,13.0375915996989,1.17684949267165,-9.43828257230203,1.27145077193334,4.99899635246709,6.26059112546069,13.1917495054377,11.1945651473449,6.59210050680288,-5.30383737956899,-1.77703351876385,0.271063883835731,1.38677872493989
"4",437.962196,126.302531367082,-1.39261360066116,12.4463827703336,-4.08704812655106,-4.98846837277244,8.34761382044658,-6.40899462640022,12.2765243695954,1.06719396371397,-9.40348716741066,1.29842370767063,5.33480938760584,6.27530516817141,13.1525019063718,11.1990389950868,6.53115011114392,-5.23873579587659,-1.76356209437031,0.274569521244248,1.38668833597706
"5",439.825865,126.619269975888,-1.38251018463582,12.4855470637314,-4.08608473557964,-4.97238488756164,8.42970933656581,-6.39859892300844,12.3020349805948,1.08153292524248,-9.39471775114759,1.31123520204496,5.35903817625623,6.30344305724592,13.1691678186283,11.2271083933306,6.54861638983078,-5.23584565656428,-1.76359548176259,0.272952925653189,1.38344990849105
"6",441.689534,126.949537827767,-1.52946985383244,12.5501679173504,-4.10282545607921,-5.12826674338089,8.3751482774166,-6.20948210131998,12.6465972782451,1.28041092834607,-9.34651264389949,1.34698105235021,5.79271042083625,6.30126513292217,12.649192550738,10.9390844352352,6.59325492931284,-5.1505828637295,-1.71381843559958,0.269112008631889,1.38706789132499
"7",443.553203,128.270427792551,-1.49572345274582,12.6981674811553,-3.82086837928698,-3.54085283314193,13.0924007778348,-5.36110817819912,12.3570839100666,1.37733527364089,-8.30894565636251,1.35410598992839,6.49460928693678,7.07522430190598,13.0815121342549,11.9560014588641,7.22772032745683,-4.73850495420259,-1.67726072857202,0.263408293439834,1.39569732355176
"8",445.416872,129.02408124963,-1.04222359441574,12.7913893210864,-3.89724524374877,-5.12234739495985,8.66528104960343,-5.29725011616353,12.0993787420684,1.33143306633604,-9.20807631627162,1.71961373046799,6.04598277296047,6.47755289491737,13.0039075961227,10.9874933859056,6.72490429959442,-5.14954256459039,-1.68569151983832,0.341303363201704,1.60113589549806
"9",447.28054,136.934657529419,-1.65597247928059,15.0188323626291,-2.34294327528702,1.60469909111098,27.7895690578732,-1.83745829329737,14.9189850285257,3.20883553514637,-3.57772444915825,1.77410057799597,10.4977615996824,17.2442519061478,16.0641610458037,15.664141597478,10.435865089592,-3.03784369781643,-1.53848293604277,0.384187530231915,1.72045187444831
"10",449.144209,135.618965347356,-1.57976780707806,14.9590416224157,-3.18395082943817,-3.60968255240609,12.8237881217327,-4.4685631663058,13.7186501078367,2.60064419524354,-7.09312461272784,1.93904715781956,8.40086060425189,14.851805892509,14.7829312474882,12.6633518936517,8.32848318018376,-4.33716149714064,-1.65484431394277,0.417176884315579,1.72399855592286
"11",451.007878,136.271927821488,-1.36489416288863,15.0051262698022,-3.19942530303332,-3.92544436860644,12.7645300617366,-4.49717319819354,13.9154749859364,2.53495080162621,-6.95420805418199,1.98514793252804,8.46425857969597,14.9320381475127,15.2278304416735,12.1645819784153,8.44301794241534,-4.41214112209846,-1.65655245577798,0.403993931059793,1.71019112318484
"12",452.871547,138.163960194126,-1.34950369615188,14.9753883859767,-2.80996410364143,-0.317116204834297,23.2801032923451,-2.66378576525749,14.6940417057162,2.96440281990534,-4.53956466372682,1.93093050715364,9.94376319864516,16.6933915262881,16.2147975939306,14.3107010765736,9.95048500189039,-3.51785096328201,-1.54185404991709,0.393309154504074,1.74764995936798
"13",454.735216,136.376515565933,-1.80784665901684,14.7415476819297,-3.19186577931988,-2.19133500935146,17.4809283835463,-3.55820778594658,14.0331769673489,2.78259458183654,-5.74446456744721,1.64738880008689,9.29318797550487,15.5931627656852,15.0977260040685,13.069417051345,8.96053200702158,-3.90708276579152,-1.60043230279766,0.251362867918711,1.32276072531534
"14",456.598885,136.573779837293,-1.53750645032989,14.8298762910545,-3.11791044533352,-2.02286113853379,17.7544314347453,-3.32007214034184,14.3074148636079,2.82844861756447,-4.69972284590208,1.70803523970045,9.46897032938209,15.9375675500751,15.4613191630415,12.8214812816062,9.23805112060011,-3.84078505498866,-1.59881174213076,0.243108405840612,1.31824631955685
"15",458.462554,136.505828821309,-1.51663797711168,14.737681197389,-3.43263050105063,-1.65492281783695,18.8132699592123,-3.19709919073117,14.3941734554404,2.86798204039865,-4.48035148291916,1.68679927115463,9.45917653699116,16.0590559742156,15.5462129063349,13.0233136322938,9.3860704726192,-3.76358555685782,-1.52813066899742,0.240739810310932,1.32998071722214
"16",460.326223,135.176183660646,-1.63444860474434,14.5840305678187,-3.54787590789758,-2.24066081474603,16.5953655826819,-3.47464339168651,14.1158717228275,2.76407222592909,-4.90629947013413,1.60614916030216,9.16337531994906,15.6237140754741,15.1770554309098,12.5399180765853,9.02359819273088,-3.90824170924365,-1.54469496193852,0.210913363521182,1.23996490114074
"17",462.189892,133.989042563145,-1.29516467670662,14.7377630702276,-3.26510135905596,-1.66690222217076,17.2786020206965,-2.84365857658202,14.3491906860236,2.90126000856038,-2.45617910859912,1.69710330773845,9.6648868277505,16.381443800273,15.4818527756723,12.6761060103256,9.32011505062482,-3.65012440290024,-1.53362862914498,0.218490366917144,1.25748199249039
"18",464.053561,131.701703199316,-1.35981819667943,14.6421882570495,-3.06653245131543,-2.39190460668013,15.01867313903,-2.92399625874809,14.009962949815,2.76792079084245,-2.80362268656061,1.69833067658483,9.93461657513122,16.0412916851146,15.2146826805866,12.1065256894117,8.95871123954134,-3.73630451900576,-1.53156159971478,0.231649140711605,1.27947351635945
