"","RC1","RC4","RC3","RC17","RC2","RC13","RC5","RC7","RC6","RC10","RC11","RC16","RC12","RC8","RC14","RC19","RC15","RC9","RC18","RC20"
"Av22.J.C.66.64",0.984970522133579,0.018713912304668,0.11588755667708,-0.0064343300637243,-0.0273868310413101,0.025882806478483,-0.0113584878819578,0.056097302215855,0.0300404881643941,-0.0271905604581998,0.0412978824492658,0.0457802881304125,0.0477268698890384,0.0258518781965124,0.0435856227068708,0.00985827650995284,-0.0109831082101958,-0.0034451753689497,-0.00763466170314288,-0.0140499252573641
"A4.1",0.296895547156769,0.11712041571956,-0.00259376396012342,0.0438208833300502,0.27984064380559,0.386808477778235,0.119907914054543,0.283194667062554,0.146068484571799,0.101114009234473,-0.0519616280917642,0.0448034332931419,0.165874351240903,0.222463292949368,0.177534363062994,0.645115060928327,0.112392995896785,0.00564261746630042,-0.00253182347332104,0.00676677207961486
"A4.2",0.296895547156769,0.11712041571956,-0.00259376396012337,0.0438208833300499,0.27984064380559,0.386808477778235,0.119907914054542,0.283194667062554,0.146068484571799,0.101114009234473,-0.0519616280917643,0.0448034332931421,0.165874351240903,0.222463292949368,0.177534363062994,0.645115060928327,0.112392995896785,0.00564261746630056,-0.00253182347332074,0.00676677207961442
"A4.3",0.29689554715677,0.11712041571956,-0.00259376396012356,0.04382088333005,0.27984064380559,0.386808477778235,0.119907914054543,0.283194667062554,0.146068484571799,0.101114009234473,-0.0519616280917643,0.0448034332931425,0.165874351240903,0.222463292949368,0.177534363062994,0.645115060928327,0.112392995896785,0.00564261746630031,-0.00253182347332137,0.00676677207961508
"A4.4",0.29689554715677,0.11712041571956,-0.00259376396012376,0.0438208833300501,0.279840643805589,0.386808477778235,0.119907914054543,0.283194667062554,0.146068484571799,0.101114009234473,-0.0519616280917642,0.0448034332931426,0.165874351240903,0.222463292949368,0.177534363062994,0.645115060928327,0.112392995896785,0.00564261746630042,-0.00253182347332142,0.00676677207961498
"A4.5",0.29689554715677,0.11712041571956,-0.00259376396012358,0.04382088333005,0.27984064380559,0.386808477778235,0.119907914054543,0.283194667062554,0.1460684845718,0.101114009234473,-0.0519616280917644,0.0448034332931424,0.165874351240903,0.222463292949368,0.177534363062994,0.645115060928327,0.112392995896785,0.0056426174663004,-0.00253182347332116,0.00676677207961479
"H4.1",0.108273001429916,0.122778804958131,0.104847780376609,-0.0707917662685423,-0.0091951128125003,0.0364169356864474,0.118400568557385,0.158897454960257,0.951042531477154,0.0482383000603963,-0.0263069254554863,0.0408327659799228,0.0533679012820613,-0.0253070331956957,0.0346504145321941,0.0472890035576843,0.0187595577925554,-0.00185915778659387,0.00269615675814552,-0.000838848811493495
"H4.2",0.108273001429916,0.122778804958131,0.104847780376609,-0.0707917662685423,-0.00919511281250024,0.0364169356864475,0.118400568557385,0.158897454960256,0.951042531477154,0.0482383000603963,-0.0263069254554864,0.0408327659799229,0.0533679012820612,-0.0253070331956959,0.034650414532194,0.0472890035576843,0.0187595577925554,-0.00185915778659389,0.00269615675814537,-0.000838848811493418
"H4.3",0.108273001429916,0.122778804958131,0.104847780376609,-0.0707917662685425,-0.00919511281250041,0.0364169356864475,0.118400568557385,0.158897454960256,0.951042531477155,0.0482383000603962,-0.0263069254554866,0.0408327659799232,0.0533679012820612,-0.0253070331956958,0.0346504145321942,0.0472890035576842,0.0187595577925554,-0.00185915778659394,0.00269615675814538,-0.000838848811493618
"H4.4",0.108273001429916,0.122778804958131,0.104847780376609,-0.0707917662685425,-0.0091951128125004,0.0364169356864474,0.118400568557385,0.158897454960257,0.951042531477155,0.0482383000603962,-0.0263069254554865,0.0408327659799231,0.0533679012820612,-0.0253070331956958,0.0346504145321943,0.0472890035576841,0.0187595577925552,-0.00185915778659385,0.0026961567581453,-0.000838848811494151
"H4.5",0.108273001429916,0.122778804958131,0.104847780376608,-0.0707917662685424,-0.00919511281250025,0.0364169356864475,0.118400568557385,0.158897454960256,0.951042531477154,0.048238300060396,-0.0263069254554864,0.0408327659799228,0.0533679012820611,-0.0253070331956959,0.034650414532194,0.0472890035576844,0.0187595577925553,-0.001859157786594,0.00269615675814536,-0.000838848811493822
"H3.1",0.246748464722503,-0.00502076668235884,0.182338212393397,0.281107932964077,0.0161531400283456,0.151696659359708,0.343882149984104,0.00689677063961839,0.0671037283378414,0.144647488040681,0.0745853860516802,0.783656870211656,0.171456510620492,0.0190553585408044,-0.00161079560267132,0.0248132341737735,0.0948263676766524,0.0258515336508168,-0.000620307052239893,-0.00334289146189939
"H3.2",0.246748464722503,-0.00502076668235874,0.182338212393397,0.281107932964076,0.0161531400283458,0.151696659359708,0.343882149984104,0.00689677063961828,0.0671037283378415,0.144647488040681,0.0745853860516805,0.783656870211656,0.171456510620492,0.0190553585408038,-0.00161079560267125,0.0248132341737735,0.0948263676766524,0.0258515336508169,-0.000620307052239891,-0.0033428914618994
"H3.3",0.246748464722503,-0.00502076668235888,0.182338212393397,0.281107932964077,0.0161531400283455,0.151696659359708,0.343882149984104,0.00689677063961819,0.0671037283378417,0.144647488040681,0.0745853860516806,0.783656870211656,0.171456510620492,0.019055358540804,-0.00161079560267114,0.0248132341737734,0.0948263676766523,0.0258515336508167,-0.000620307052240047,-0.0033428914618994
"H3.4",0.246748464722503,-0.00502076668235888,0.182338212393397,0.281107932964076,0.0161531400283455,0.151696659359708,0.343882149984104,0.00689677063961827,0.0671037283378415,0.144647488040681,0.0745853860516805,0.783656870211656,0.171456510620492,0.0190553585408042,-0.00161079560267128,0.0248132341737736,0.0948263676766523,0.025851533650817,-0.000620307052239761,-0.00334289146189947
"H3.5",0.246748464722503,-0.00502076668235885,0.182338212393397,0.281107932964077,0.0161531400283454,0.151696659359708,0.343882149984104,0.00689677063961826,0.0671037283378415,0.144647488040681,0.0745853860516805,0.783656870211656,0.171456510620492,0.0190553585408042,-0.0016107956026712,0.0248132341737736,0.0948263676766524,0.0258515336508167,-0.000620307052239803,-0.0033428914618996
"G4.1",0.26088643478072,-0.00236865498519348,0.0102662462810233,-0.0304039617501965,0.0306580873202437,0.061735464871647,-0.0400720501592122,0.938945181174174,0.162723802098583,0.046958489183891,-0.000743520704924517,0.00292133049985506,0.0611365866776417,0.0501203387976932,-0.0208941532592729,0.0833561215127153,-0.0240647366423657,-0.00123446270453695,-0.0028164022353774,0.00266548268158314
"G4.2",0.26088643478072,-0.0023686549851935,0.0102662462810232,-0.0304039617501965,0.0306580873202437,0.0617354648716471,-0.0400720501592126,0.938945181174174,0.162723802098584,0.0469584891838913,-0.000743520704924636,0.00292133049985499,0.0611365866776415,0.0501203387976932,-0.0208941532592729,0.0833561215127151,-0.0240647366423653,-0.0012344627045369,-0.00281640223537776,0.00266548268158324
"G4.3",0.26088643478072,-0.00236865498519354,0.0102662462810232,-0.0304039617501965,0.0306580873202436,0.0617354648716473,-0.0400720501592126,0.938945181174174,0.162723802098584,0.0469584891838912,-0.000743520704924638,0.00292133049985515,0.0611365866776416,0.050120338797693,-0.020894153259273,0.0833561215127154,-0.0240647366423658,-0.00123446270453683,-0.00281640223537756,0.0026654826815831
"G4.4",0.26088643478072,-0.00236865498519348,0.0102662462810231,-0.0304039617501963,0.0306580873202439,0.0617354648716472,-0.0400720501592125,0.938945181174174,0.162723802098584,0.0469584891838912,-0.000743520704924797,0.00292133049985514,0.0611365866776414,0.050120338797693,-0.0208941532592729,0.083356121512715,-0.0240647366423658,-0.00123446270453661,-0.00281640223537734,0.00266548268158329
"G4.5",0.26088643478072,-0.00236865498519339,0.0102662462810232,-0.0304039617501963,0.0306580873202439,0.0617354648716472,-0.0400720501592124,0.938945181174174,0.162723802098584,0.0469584891838912,-0.000743520704924743,0.0029213304998551,0.0611365866776414,0.0501203387976928,-0.020894153259273,0.0833561215127153,-0.0240647366423661,-0.0012344627045365,-0.0028164022353773,0.00266548268158319
"G3.1",-0.0685835541598913,0.145045633326139,0.150051881406511,0.820090624899245,-0.00165328791567055,0.0496292091846352,0.197544593883292,-0.0140620241366044,-0.0294409789650305,0.0272231587125327,0.140666633181488,0.204940653211595,-0.0132037288763362,-0.0273867331907866,-0.0240952745792715,0.0203397728658405,0.0741783738058129,0.408228929217539,-0.00570155345292699,0.00211636419485817
"G3.2",-0.0685835541598914,0.145045633326139,0.150051881406511,0.820090624899246,-0.00165328791567066,0.0496292091846351,0.197544593883291,-0.0140620241366043,-0.0294409789650304,0.0272231587125328,0.140666633181488,0.204940653211595,-0.0132037288763363,-0.0273867331907866,-0.0240952745792715,0.0203397728658409,0.0741783738058128,0.408228929217539,-0.00570155345292702,0.00211636419485799
"G3.3",-0.0685835541598914,0.145045633326139,0.150051881406511,0.820090624899245,-0.00165328791567069,0.0496292091846352,0.197544593883291,-0.0140620241366042,-0.0294409789650305,0.0272231587125328,0.140666633181488,0.204940653211595,-0.0132037288763363,-0.0273867331907867,-0.0240952745792714,0.020339772865841,0.0741783738058129,0.408228929217539,-0.00570155345292697,0.00211636419485789
"G3.4",-0.0685835541598914,0.145045633326139,0.150051881406511,0.820090624899246,-0.00165328791567078,0.0496292091846351,0.197544593883291,-0.0140620241366043,-0.0294409789650306,0.0272231587125329,0.140666633181488,0.204940653211595,-0.0132037288763363,-0.0273867331907868,-0.0240952745792714,0.0203397728658411,0.0741783738058129,0.408228929217538,-0.00570155345292692,0.00211636419485813
"G3.5",-0.0685835541598914,0.145045633326138,0.150051881406511,0.820090624899245,-0.00165328791567079,0.0496292091846353,0.197544593883291,-0.0140620241366043,-0.0294409789650306,0.0272231587125329,0.140666633181488,0.204940653211595,-0.0132037288763362,-0.0273867331907867,-0.0240952745792714,0.020339772865841,0.0741783738058129,0.408228929217538,-0.00570155345292687,0.00211636419485797
"F4.1",-0.194500658555076,0.145807357247399,0.0709653668682762,0.137418228159223,0.56870950782372,0.196683182609362,0.144892256601668,-0.0663183739699322,0.0546302887710316,0.20086138390245,0.0602261469016588,0.181113589577521,0.102977960513009,-0.0760674459328666,0.109962022642468,0.115435073088516,0.638316488949785,0.0205514569578348,0.00414800300713197,-0.00351935964306504
"F4.2",-0.194500658555076,0.145807357247399,0.0709653668682762,0.137418228159223,0.568709507823719,0.196683182609362,0.144892256601668,-0.0663183739699321,0.0546302887710317,0.20086138390245,0.0602261469016589,0.181113589577521,0.102977960513009,-0.076067445932866,0.109962022642468,0.115435073088516,0.638316488949785,0.0205514569578353,0.00414800300713147,-0.00351935964306473
"F4.3",-0.194500658555076,0.145807357247399,0.0709653668682764,0.137418228159223,0.568709507823719,0.196683182609362,0.144892256601668,-0.0663183739699322,0.0546302887710316,0.20086138390245,0.0602261469016587,0.181113589577521,0.102977960513009,-0.0760674459328659,0.109962022642468,0.115435073088516,0.638316488949785,0.0205514569578352,0.00414800300713131,-0.00351935964306459
"F4.4",-0.194500658555076,0.145807357247399,0.0709653668682764,0.137418228159223,0.568709507823719,0.196683182609362,0.144892256601668,-0.0663183739699321,0.0546302887710315,0.20086138390245,0.0602261469016589,0.181113589577521,0.102977960513009,-0.0760674459328661,0.109962022642468,0.115435073088516,0.638316488949785,0.020551456957835,0.00414800300713134,-0.00351935964306466
"F4.5",-0.194500658555076,0.145807357247399,0.0709653668682764,0.137418228159223,0.568709507823719,0.196683182609362,0.144892256601668,-0.0663183739699321,0.0546302887710315,0.20086138390245,0.0602261469016589,0.181113589577521,0.102977960513009,-0.0760674459328661,0.109962022642468,0.115435073088516,0.638316488949785,0.0205514569578352,0.00414800300713154,-0.00351935964306426
"F3.1",-0.0765982602019866,0.157799222532747,-0.050034325213742,0.15580761020235,0.0579966151403133,0.138589704672586,0.873488088916606,-0.0477735696172261,0.150706568458887,0.252984244534686,0.104957158417167,0.223139804366555,0.0280754055022193,-0.00415196835088463,0.0200449489197525,0.0500095452507391,0.0547376938449813,0.0191893768349609,-0.00311334589577317,-0.00170932130720578
"F3.2",-0.0765982602019866,0.157799222532747,-0.050034325213742,0.15580761020235,0.0579966151403134,0.138589704672586,0.873488088916606,-0.0477735696172262,0.150706568458887,0.252984244534686,0.104957158417167,0.223139804366555,0.0280754055022191,-0.00415196835088466,0.0200449489197523,0.0500095452507394,0.0547376938449811,0.0191893768349609,-0.00311334589577321,-0.00170932130720543
"F3.3",-0.0765982602019866,0.157799222532748,-0.0500343252137421,0.15580761020235,0.0579966151403134,0.138589704672586,0.873488088916606,-0.0477735696172261,0.150706568458887,0.252984244534686,0.104957158417167,0.223139804366555,0.028075405502219,-0.00415196835088486,0.0200449489197523,0.0500095452507391,0.0547376938449813,0.0191893768349609,-0.00311334589577351,-0.00170932130720603
"F3.4",-0.0765982602019866,0.157799222532748,-0.050034325213742,0.15580761020235,0.0579966151403135,0.138589704672586,0.873488088916606,-0.0477735696172263,0.150706568458887,0.252984244534686,0.104957158417168,0.223139804366555,0.0280754055022193,-0.00415196835088491,0.0200449489197523,0.0500095452507391,0.0547376938449814,0.0191893768349612,-0.00311334589577332,-0.00170932130720614
"F3.5",-0.0765982602019866,0.157799222532748,-0.0500343252137421,0.15580761020235,0.0579966151403134,0.138589704672586,0.873488088916606,-0.0477735696172261,0.150706568458887,0.252984244534686,0.104957158417168,0.223139804366555,0.0280754055022192,-0.00415196835088477,0.0200449489197524,0.0500095452507391,0.0547376938449814,0.0191893768349612,-0.00311334589577346,-0.00170932130720631
"E1.1",0.773661199837048,0.27381299226431,0.125261517322822,0.03729914195151,-0.0428451976455757,0.117036838986536,-0.0504329894381242,0.121791339561657,-0.0252314950789358,-0.0622748590702819,0.194683530519998,-0.072199533122466,0.118446785372166,0.359012546472198,0.0694741354304881,0.114803489984761,-0.0545438695902775,0.00862181197625276,0.0858814448446338,0.238958457357688
"E1.2",0.773661199837048,0.27381299226431,0.125261517322822,0.0372991419515101,-0.0428451976455757,0.117036838986537,-0.0504329894381244,0.121791339561657,-0.0252314950789356,-0.0622748590702818,0.194683530519998,-0.072199533122466,0.118446785372166,0.359012546472198,0.0694741354304884,0.114803489984761,-0.0545438695902776,0.00862181197625268,0.0858814448446339,0.238958457357688
"E1.3",0.773661199837048,0.27381299226431,0.125261517322822,0.03729914195151,-0.0428451976455756,0.117036838986537,-0.0504329894381244,0.121791339561657,-0.0252314950789355,-0.0622748590702818,0.194683530519998,-0.072199533122466,0.118446785372166,0.359012546472198,0.0694741354304882,0.114803489984761,-0.0545438695902775,0.00862181197625279,0.0858814448446339,0.238958457357688
"E1.4",0.773661199837048,0.27381299226431,0.125261517322822,0.0372991419515101,-0.0428451976455756,0.117036838986536,-0.0504329894381244,0.121791339561657,-0.0252314950789355,-0.0622748590702817,0.194683530519998,-0.0721995331224658,0.118446785372166,0.359012546472198,0.0694741354304883,0.114803489984761,-0.0545438695902776,0.00862181197625275,0.0858814448446337,0.238958457357688
"E1.5",0.773661199837048,0.27381299226431,0.125261517322822,0.0372991419515102,-0.0428451976455758,0.117036838986537,-0.0504329894381242,0.121791339561657,-0.0252314950789355,-0.062274859070282,0.194683530519998,-0.072199533122466,0.118446785372166,0.359012546472198,0.0694741354304884,0.114803489984761,-0.0545438695902776,0.00862181197625282,0.0858814448446337,0.238958457357688
"D4.1",0.347124179204414,-0.0050992720858317,0.0985858359638027,0.0395945320863029,0.413576724162699,0.325963032008704,0.0290037518007727,-0.0405189265725608,0.0699261307786425,0.0850621414497003,-0.013427629796802,-0.00208091713871068,0.123448059436376,0.0685243481786836,0.73254080351837,0.119268692960093,0.0720181748345354,-0.00586195471627215,0.00785825157988106,0.00333480646264794
"D4.2",0.347124179204414,-0.00509927208583179,0.0985858359638026,0.039594532086303,0.413576724162699,0.325963032008705,0.0290037518007725,-0.0405189265725608,0.0699261307786423,0.0850621414497005,-0.0134276297968021,-0.00208091713871088,0.123448059436377,0.0685243481786835,0.73254080351837,0.119268692960093,0.0720181748345353,-0.00586195471627215,0.00785825157988121,0.00333480646264738
"D4.3",0.347124179204414,-0.0050992720858318,0.0985858359638027,0.039594532086303,0.413576724162699,0.325963032008705,0.0290037518007726,-0.0405189265725609,0.0699261307786424,0.0850621414497004,-0.0134276297968022,-0.00208091713871107,0.123448059436376,0.0685243481786834,0.73254080351837,0.119268692960094,0.0720181748345355,-0.00586195471627216,0.00785825157988116,0.0033348064626473
"D4.4",0.347124179204414,-0.00509927208583193,0.0985858359638026,0.039594532086303,0.413576724162699,0.325963032008704,0.0290037518007725,-0.0405189265725608,0.0699261307786424,0.0850621414497004,-0.0134276297968023,-0.002080917138711,0.123448059436376,0.0685243481786836,0.73254080351837,0.119268692960093,0.0720181748345355,-0.00586195471627195,0.007858251579881,0.0033348064626476
"D4.5",0.347124179204414,-0.00509927208583174,0.0985858359638026,0.0395945320863029,0.413576724162699,0.325963032008705,0.0290037518007725,-0.040518926572561,0.0699261307786424,0.0850621414497005,-0.013427629796802,-0.00208091713871097,0.123448059436376,0.0685243481786836,0.732540803518369,0.119268692960093,0.0720181748345352,-0.00586195471627177,0.00785825157988092,0.0033348064626473
"D3.1",0.434527948319639,-0.0684952039463093,0.178719613714707,0.0837734265473261,0.0910973125054463,0.22942425743543,0.0531878366729311,0.119605944342796,0.104076078509942,0.169504055257535,0.011208997003152,0.196405326143872,0.751168806631809,0.133917623977073,0.116236096281587,0.106041894403923,0.0643178558885391,-0.00394275986170698,0.00582505937083191,0.00497086736716811
"D3.2",0.434527948319639,-0.0684952039463092,0.178719613714707,0.0837734265473261,0.0910973125054463,0.22942425743543,0.0531878366729312,0.119605944342797,0.104076078509942,0.169504055257535,0.0112089970031522,0.196405326143872,0.751168806631809,0.133917623977073,0.116236096281587,0.106041894403923,0.064317855888539,-0.00394275986170706,0.00582505937083168,0.00497086736716922
"D3.3",0.434527948319639,-0.0684952039463093,0.178719613714707,0.0837734265473262,0.0910973125054464,0.22942425743543,0.0531878366729313,0.119605944342796,0.104076078509942,0.169504055257535,0.0112089970031521,0.196405326143872,0.751168806631809,0.133917623977073,0.116236096281587,0.106041894403923,0.0643178558885389,-0.0039427598617068,0.00582505937083179,0.00497086736716889
"D3.4",0.434527948319639,-0.0684952039463094,0.178719613714707,0.0837734265473261,0.0910973125054463,0.22942425743543,0.0531878366729313,0.119605944342796,0.104076078509942,0.169504055257535,0.0112089970031522,0.196405326143872,0.751168806631809,0.133917623977073,0.116236096281587,0.106041894403923,0.0643178558885388,-0.00394275986170728,0.00582505937083187,0.00497086736716896
