"","RC1","RC4","RC3","RC17","RC2","RC13","RC5","RC7","RC6","RC10","RC11","RC16","RC12","RC8","RC14","RC19","RC15","RC9","RC18","RC20"
"D3.5",0.434527948319639,-0.0684952039463093,0.178719613714707,0.083773426547326,0.0910973125054464,0.22942425743543,0.0531878366729313,0.119605944342796,0.104076078509942,0.169504055257535,0.011208997003152,0.196405326143872,0.751168806631809,0.133917623977073,0.116236096281587,0.106041894403923,0.0643178558885389,-0.00394275986170704,0.00582505937083193,0.00497086736716928
"D2.1",0.0941389744781518,0.89242525036373,0.101071979389647,0.0437538432276458,-0.038560425015437,-0.00314277879536715,0.0253001458160277,-0.0375605060677904,0.102435612174996,0.0524161318700199,0.240080557886211,-4.14462441367722e-05,0.0232697646597057,0.073410002331977,0.0513736352801731,0.00660703951820448,0.0449075970278163,-0.00170195802701078,0.311012066307099,0.028036490688549
"D2.2",0.0941389744781517,0.892425250363729,0.101071979389647,0.0437538432276458,-0.038560425015437,-0.00314277879536724,0.0253001458160277,-0.0375605060677904,0.102435612174996,0.05241613187002,0.240080557886211,-4.14462441367136e-05,0.0232697646597054,0.0734100023319771,0.0513736352801732,0.00660703951820449,0.0449075970278164,-0.00170195802701074,0.311012066307098,0.0280364906885496
"D2.3",0.0941389744781517,0.892425250363729,0.101071979389647,0.0437538432276458,-0.038560425015437,-0.00314277879536718,0.0253001458160278,-0.0375605060677904,0.102435612174996,0.0524161318700199,0.240080557886211,-4.14462441368034e-05,0.0232697646597054,0.0734100023319771,0.0513736352801732,0.00660703951820448,0.0449075970278163,-0.00170195802701068,0.311012066307098,0.0280364906885494
"D2.4",0.0941389744781517,0.892425250363729,0.101071979389648,0.0437538432276459,-0.038560425015437,-0.00314277879536719,0.0253001458160278,-0.0375605060677904,0.102435612174996,0.0524161318700199,0.240080557886212,-4.14462441366915e-05,0.0232697646597057,0.0734100023319771,0.0513736352801731,0.0066070395182044,0.0449075970278162,-0.00170195802701056,0.311012066307098,0.028036490688549
"D2.5",0.0941389744781516,0.89242525036373,0.101071979389648,0.0437538432276459,-0.038560425015437,-0.00314277879536735,0.0253001458160278,-0.0375605060677904,0.102435612174996,0.05241613187002,0.240080557886212,-4.14462441367401e-05,0.0232697646597056,0.0734100023319771,0.0513736352801731,0.00660703951820449,0.0449075970278164,-0.00170195802701065,0.311012066307098,0.028036490688549
"D1.1",0.359177087759516,0.106167605976926,0.894653916926263,0.11081059131682,-0.00737485898118289,0.0303467585438067,-0.0303277654359242,0.0370940200244059,0.0457691074594127,0.0144166659780679,0.0797941292361908,0.0965432263233819,0.103863854831229,0.0499437162841156,0.0593509382113332,0.0316753022353424,0.00289858049898323,0.0207243707265838,0.00052206846490235,0.0209234422235962
"D1.2",0.359177087759516,0.106167605976926,0.894653916926263,0.11081059131682,-0.00737485898118302,0.0303467585438066,-0.0303277654359243,0.0370940200244059,0.0457691074594126,0.0144166659780681,0.0797941292361906,0.096543226323382,0.103863854831229,0.0499437162841155,0.0593509382113332,0.0316753022353425,0.00289858049898349,0.0207243707265838,0.000522068464902633,0.0209234422235968
"D1.3",0.359177087759516,0.106167605976926,0.894653916926263,0.11081059131682,-0.00737485898118293,0.0303467585438065,-0.0303277654359243,0.0370940200244058,0.0457691074594125,0.0144166659780681,0.0797941292361906,0.096543226323382,0.103863854831229,0.0499437162841155,0.0593509382113333,0.0316753022353426,0.00289858049898346,0.0207243707265838,0.000522068464902715,0.0209234422235969
"D1.4",0.359177087759516,0.106167605976926,0.894653916926263,0.11081059131682,-0.00737485898118288,0.0303467585438065,-0.0303277654359243,0.0370940200244059,0.0457691074594127,0.0144166659780681,0.0797941292361905,0.0965432263233821,0.103863854831229,0.0499437162841155,0.0593509382113332,0.0316753022353427,0.00289858049898337,0.0207243707265842,0.00052206846490277,0.0209234422235967
"D1.5",0.359177087759516,0.106167605976926,0.894653916926263,0.11081059131682,-0.00737485898118303,0.0303467585438066,-0.0303277654359244,0.0370940200244059,0.0457691074594126,0.0144166659780682,0.0797941292361905,0.0965432263233821,0.103863854831229,0.0499437162841154,0.0593509382113334,0.0316753022353427,0.0028985804989833,0.020724370726584,0.000522068464902609,0.0209234422235965
"C4.1",-0.11981107419502,-0.0319411271046294,-0.0152670183826962,0.00285169100719914,0.958319245769515,0.169035916868174,0.0166324393899839,0.0465717635589178,-0.0267407700104719,0.1108227048959,-0.00450247386513349,-0.021780023968358,0.0180072035772485,-0.016662112137858,0.124794701001219,0.0533509765310171,0.0492441132989005,-0.0043706516206669,-0.00508126594548353,-0.000991736894695815
"C4.2",-0.11981107419502,-0.0319411271046295,-0.0152670183826962,0.00285169100719928,0.958319245769516,0.169035916868174,0.0166324393899839,0.0465717635589179,-0.0267407700104717,0.110822704895899,-0.00450247386513348,-0.021780023968358,0.0180072035772485,-0.016662112137858,0.124794701001219,0.053350976531017,0.0492441132989005,-0.00437065162066684,-0.00508126594548366,-0.000991736894695009
"C4.3",-0.11981107419502,-0.0319411271046295,-0.0152670183826961,0.00285169100719923,0.958319245769516,0.169035916868174,0.0166324393899835,0.046571763558918,-0.0267407700104715,0.110822704895899,-0.00450247386513347,-0.021780023968358,0.0180072035772483,-0.0166621121378579,0.124794701001219,0.0533509765310171,0.0492441132989007,-0.00437065162066673,-0.00508126594548409,-0.000991736894694444
"C4.4",-0.11981107419502,-0.0319411271046295,-0.0152670183826961,0.00285169100719942,0.958319245769516,0.169035916868174,0.0166324393899836,0.0465717635589179,-0.0267407700104715,0.1108227048959,-0.00450247386513359,-0.0217800239683581,0.0180072035772484,-0.0166621121378581,0.124794701001219,0.053350976531017,0.0492441132989006,-0.00437065162066663,-0.0050812659454839,-0.000991736894694426
"C4.5",-0.11981107419502,-0.0319411271046293,-0.0152670183826962,0.00285169100719938,0.958319245769516,0.169035916868174,0.0166324393899835,0.046571763558918,-0.0267407700104716,0.1108227048959,-0.00450247386513382,-0.0217800239683581,0.0180072035772485,-0.0166621121378581,0.124794701001218,0.053350976531017,0.0492441132989006,-0.00437065162066653,-0.0050812659454838,-0.00099173689469494
"C3.1",-0.151406811402995,0.131362562475116,0.047533494768546,0.0597834881644512,0.187081053298475,0.181434479009442,0.243079957768268,0.0589706837304995,0.0559899101657482,0.88750229149902,0.0503440036345748,0.100136935953412,0.10265052431638,-0.000439600858486467,0.050165713493778,0.0403535044840864,0.07384330682113,0.00241914267761316,-0.00019906305670992,-0.00186926018419338
"C3.2",-0.151406811402995,0.131362562475116,0.047533494768546,0.0597834881644514,0.187081053298475,0.181434479009441,0.243079957768268,0.0589706837304994,0.0559899101657481,0.887502291499021,0.0503440036345749,0.100136935953411,0.10265052431638,-0.000439600858486722,0.050165713493778,0.0403535044840864,0.07384330682113,0.00241914267761299,-0.000199063056709931,-0.00186926018419292
"C3.3",-0.151406811402995,0.131362562475116,0.047533494768546,0.0597834881644513,0.187081053298475,0.181434479009442,0.243079957768268,0.0589706837304995,0.0559899101657482,0.88750229149902,0.0503440036345749,0.100136935953411,0.10265052431638,-0.000439600858486444,0.050165713493778,0.0403535044840863,0.0738433068211301,0.00241914267761314,-0.000199063056710081,-0.0018692601841929
"C3.4",-0.151406811402995,0.131362562475116,0.047533494768546,0.0597834881644513,0.187081053298475,0.181434479009442,0.243079957768268,0.0589706837304996,0.0559899101657483,0.887502291499021,0.0503440036345748,0.100136935953411,0.10265052431638,-0.000439600858486474,0.0501657134937781,0.0403535044840864,0.07384330682113,0.00241914267761313,-0.000199063056709949,-0.00186926018419317
"C3.5",-0.151406811402995,0.131362562475116,0.0475334947685458,0.0597834881644513,0.187081053298475,0.181434479009442,0.243079957768268,0.0589706837304996,0.0559899101657483,0.887502291499021,0.0503440036345748,0.100136935953412,0.10265052431638,-0.000439600858486578,0.0501657134937782,0.0403535044840864,0.0738433068211301,0.00241914267761305,-0.000199063056709983,-0.00186926018419335
"C2.1",0.0826812329150916,0.927246176941369,0.151850902854027,-0.0126249773458447,0.0366854551138273,0.0156418710228367,0.124759306894862,0.0353632622953971,0.0590467828946916,0.0835621445284809,0.0395192983716156,0.00413152802343452,-0.0577142711108522,0.0541349732161174,-0.0450736154726721,0.0461276182978773,0.0186504893756061,0.0213099727168247,-0.260970152511078,-0.019248318988609
"C2.2",0.0826812329150917,0.927246176941369,0.151850902854027,-0.0126249773458448,0.0366854551138273,0.0156418710228368,0.124759306894862,0.0353632622953972,0.0590467828946915,0.0835621445284809,0.0395192983716155,0.0041315280234344,-0.0577142711108527,0.0541349732161173,-0.0450736154726723,0.0461276182978773,0.0186504893756062,0.0213099727168248,-0.260970152511078,-0.019248318988609
"C2.3",0.0826812329150917,0.927246176941369,0.151850902854027,-0.0126249773458447,0.0366854551138273,0.0156418710228367,0.124759306894862,0.0353632622953972,0.0590467828946916,0.083562144528481,0.0395192983716156,0.00413152802343434,-0.0577142711108527,0.0541349732161172,-0.0450736154726723,0.0461276182978773,0.0186504893756063,0.0213099727168248,-0.260970152511078,-0.0192483189886091
"C2.4",0.0826812329150917,0.927246176941369,0.151850902854027,-0.0126249773458448,0.0366854551138273,0.0156418710228367,0.124759306894862,0.0353632622953971,0.0590467828946916,0.083562144528481,0.0395192983716156,0.00413152802343434,-0.0577142711108526,0.0541349732161172,-0.0450736154726723,0.0461276182978774,0.0186504893756063,0.0213099727168248,-0.260970152511078,-0.0192483189886091
"C2.5",0.0826812329150917,0.927246176941369,0.151850902854027,-0.0126249773458448,0.0366854551138273,0.0156418710228367,0.124759306894862,0.0353632622953971,0.0590467828946916,0.0835621445284809,0.0395192983716154,0.00413152802343434,-0.0577142711108526,0.0541349732161173,-0.0450736154726724,0.0461276182978774,0.0186504893756063,0.0213099727168247,-0.260970152511078,-0.0192483189886089
"C1.1",0.139032572260491,0.142520226067332,0.942274127469495,0.180749443206675,0.0149867534634255,-0.00593537050496115,-0.00454004826853709,-0.0167405485700024,0.0797935744908792,0.0323200563074397,0.149537942694739,0.0367040857811264,0.0186795060588025,1.0673181420381e-05,0.00698238453821491,-0.0205853397627487,0.0258887392228275,-0.00372927739081571,0.000763155217638007,-0.013555827704722
"C1.2",0.139032572260491,0.142520226067332,0.942274127469495,0.180749443206675,0.0149867534634255,-0.00593537050496102,-0.00454004826853704,-0.0167405485700022,0.0797935744908793,0.0323200563074397,0.149537942694739,0.0367040857811264,0.0186795060588025,1.06731814203862e-05,0.00698238453821488,-0.0205853397627485,0.0258887392228275,-0.00372927739081576,0.000763155217637961,-0.0135558277047219
"C1.3",0.139032572260491,0.142520226067332,0.942274127469495,0.180749443206675,0.0149867534634254,-0.00593537050496105,-0.00454004826853705,-0.0167405485700024,0.0797935744908792,0.0323200563074397,0.149537942694739,0.0367040857811263,0.0186795060588025,1.06731814203032e-05,0.0069823845382148,-0.0205853397627485,0.0258887392228276,-0.00372927739081574,0.000763155217637959,-0.0135558277047217
"C1.4",0.139032572260491,0.142520226067332,0.942274127469496,0.180749443206675,0.0149867534634253,-0.0059353705049611,-0.00454004826853704,-0.0167405485700024,0.0797935744908793,0.0323200563074398,0.149537942694739,0.0367040857811263,0.0186795060588025,1.06731814202733e-05,0.00698238453821496,-0.0205853397627487,0.0258887392228276,-0.0037292773908159,0.000763155217637887,-0.0135558277047218
"C1.5",0.139032572260491,0.142520226067332,0.942274127469495,0.180749443206675,0.0149867534634254,-0.0059353705049611,-0.00454004826853705,-0.0167405485700024,0.0797935744908792,0.0323200563074397,0.149537942694739,0.0367040857811263,0.0186795060588024,1.06731814203019e-05,0.00698238453821488,-0.0205853397627487,0.0258887392228276,-0.00372927739081571,0.00076315521763792,-0.0135558277047217
"B4.1",0.125025903013752,0.00138392855842616,0.010047645195589,0.0482413187385991,0.29579843297781,0.857168417373219,0.148927901540758,0.0729373686884382,0.0354398732209371,0.198528972975824,-0.00470788796438962,0.120161730251985,0.140571587653571,0.0804364187923418,0.174105749219943,0.123132526724354,0.0728012318556698,0.00674533479639315,-0.000625868250775918,0.00357479825999691
"B4.2",0.125025903013751,0.00138392855842643,0.0100476451955892,0.0482413187385992,0.295798432977811,0.857168417373218,0.148927901540758,0.0729373686884382,0.0354398732209371,0.198528972975824,-0.00470788796438966,0.120161730251985,0.140571587653571,0.0804364187923416,0.174105749219943,0.123132526724355,0.07280123185567,0.00674533479639312,-0.00062586825077583,0.00357479825999711
"B4.3",0.125025903013752,0.00138392855842635,0.0100476451955891,0.0482413187385993,0.295798432977811,0.857168417373219,0.148927901540758,0.0729373686884383,0.0354398732209372,0.198528972975824,-0.00470788796438952,0.120161730251985,0.140571587653571,0.0804364187923416,0.174105749219943,0.123132526724354,0.0728012318556698,0.00674533479639308,-0.000625868250776019,0.00357479825999728
"B4.4",0.125025903013751,0.00138392855842643,0.0100476451955891,0.0482413187385993,0.295798432977811,0.857168417373218,0.148927901540758,0.0729373686884382,0.0354398732209371,0.198528972975824,-0.00470788796438967,0.120161730251985,0.140571587653571,0.0804364187923417,0.174105749219943,0.123132526724354,0.07280123185567,0.00674533479639308,-0.0006258682507759,0.00357479825999703
"B4.5",0.125025903013752,0.0013839285584263,0.010047645195589,0.0482413187385992,0.295798432977811,0.857168417373219,0.148927901540758,0.0729373686884382,0.0354398732209371,0.198528972975824,-0.00470788796438962,0.120161730251985,0.140571587653571,0.0804364187923416,0.174105749219944,0.123132526724354,0.0728012318556698,0.00674533479639316,-0.000625868250775809,0.00357479825999709
"B3.1",0.238584091439788,0.349857080833674,0.321887634709405,0.0996915994173794,0.00993286246093743,-0.0117377613824278,0.13034315902278,-0.00308373950618717,-0.042624049862392,0.064223975225616,0.822386956891591,0.0688702423897787,0.00793882046806143,0.0253182600703384,-0.0116593419039912,-0.0260678092420294,0.0290559693490818,0.0189504853244572,0.00734904885297338,0.0040077205278665
"B3.2",0.238584091439788,0.349857080833674,0.321887634709405,0.0996915994173794,0.00993286246093731,-0.0117377613824277,0.13034315902278,-0.00308373950618736,-0.0426240498623921,0.0642239752256161,0.822386956891591,0.0688702423897786,0.00793882046806138,0.0253182600703382,-0.0116593419039913,-0.0260678092420292,0.0290559693490817,0.018950485324457,0.00734904885297332,0.0040077205278663
"B3.3",0.238584091439788,0.349857080833674,0.321887634709405,0.0996915994173794,0.0099328624609375,-0.0117377613824278,0.13034315902278,-0.00308373950618723,-0.0426240498623921,0.0642239752256161,0.822386956891591,0.0688702423897786,0.00793882046806132,0.0253182600703382,-0.0116593419039912,-0.0260678092420293,0.0290559693490818,0.0189504853244569,0.00734904885297336,0.00400772052786648
"B3.4",0.238584091439788,0.349857080833674,0.321887634709405,0.0996915994173794,0.00993286246093743,-0.0117377613824277,0.13034315902278,-0.00308373950618722,-0.0426240498623921,0.0642239752256161,0.822386956891591,0.0688702423897786,0.00793882046806128,0.0253182600703383,-0.0116593419039913,-0.0260678092420295,0.0290559693490818,0.0189504853244569,0.00734904885297341,0.00400772052786631
"B3.5",0.238584091439788,0.349857080833674,0.321887634709405,0.0996915994173794,0.00993286246093747,-0.0117377613824277,0.13034315902278,-0.00308373950618715,-0.0426240498623921,0.0642239752256161,0.822386956891591,0.0688702423897785,0.00793882046806126,0.0253182600703382,-0.0116593419039913,-0.0260678092420294,0.0290559693490818,0.018950485324457,0.0073490488529735,0.00400772052786604
"B2.1",0.597722038624089,0.239904973312752,0.0677211991569468,0.0227556260003891,-0.0580662633112547,0.161120906762621,-0.00351495261904478,0.109237053394429,-0.0667636043920314,0.00405574408008615,0.0260090806676635,0.0361469121912684,0.160628989109709,0.685711962600729,0.0730750161693461,0.165295892393842,-0.0577607126918569,-0.00888395080602331,-0.00559658707681405,-0.0129677449957642
"B2.2",0.597722038624089,0.239904973312752,0.0677211991569466,0.0227556260003892,-0.0580662633112548,0.161120906762621,-0.00351495261904477,0.109237053394429,-0.0667636043920315,0.00405574408008623,0.0260090806676636,0.0361469121912684,0.160628989109709,0.685711962600729,0.0730750161693463,0.165295892393842,-0.0577607126918569,-0.00888395080602339,-0.00559658707681403,-0.0129677449957646
"B2.3",0.597722038624089,0.239904973312752,0.0677211991569467,0.0227556260003892,-0.0580662633112547,0.161120906762621,-0.00351495261904473,0.109237053394429,-0.0667636043920316,0.00405574408008624,0.0260090806676635,0.0361469121912683,0.160628989109709,0.685711962600729,0.0730750161693465,0.165295892393842,-0.0577607126918569,-0.00888395080602309,-0.00559658707681405,-0.0129677449957646
"B2.4",0.597722038624089,0.239904973312752,0.0677211991569468,0.0227556260003892,-0.0580662633112546,0.161120906762621,-0.00351495261904482,0.109237053394429,-0.0667636043920316,0.00405574408008623,0.0260090806676636,0.0361469121912684,0.160628989109708,0.685711962600729,0.0730750161693464,0.165295892393842,-0.0577607126918569,-0.00888395080602318,-0.00559658707681409,-0.0129677449957649
"B2.5",0.597722038624089,0.239904973312752,0.0677211991569467,0.0227556260003892,-0.0580662633112548,0.161120906762621,-0.00351495261904475,0.109237053394429,-0.0667636043920315,0.0040557440800862,0.0260090806676634,0.0361469121912683,0.160628989109709,0.685711962600729,0.0730750161693464,0.165295892393842,-0.0577607126918568,-0.00888395080602319,-0.005596587076814,-0.0129677449957646
"B1.1",-0.00171490041032293,-0.0618981321837439,0.164626577772955,0.958411253420605,0.0379300260342049,0.0133670201853304,0.0177021621606474,-0.0203572589245905,-0.0548797251795908,0.0396817861554043,-0.0130236245875459,0.0382171352517745,0.0561212260484794,0.0311851221922025,0.0384850214689898,0.00596215281857852,0.00264860649900453,-0.190212274728819,0.00710065468833429,0.000436964292358718
"B1.2",-0.00171490041032291,-0.061898132183744,0.164626577772955,0.958411253420605,0.0379300260342049,0.0133670201853305,0.0177021621606474,-0.0203572589245904,-0.0548797251795909,0.0396817861554044,-0.0130236245875459,0.0382171352517745,0.0561212260484794,0.0311851221922025,0.0384850214689896,0.00596215281857856,0.00264860649900464,-0.190212274728818,0.00710065468833436,0.000436964292358587
"B1.3",-0.00171490041032291,-0.061898132183744,0.164626577772955,0.958411253420605,0.0379300260342049,0.0133670201853305,0.0177021621606474,-0.0203572589245904,-0.0548797251795909,0.0396817861554044,-0.0130236245875459,0.0382171352517744,0.0561212260484794,0.0311851221922024,0.0384850214689896,0.00596215281857855,0.00264860649900465,-0.190212274728818,0.00710065468833437,0.000436964292358619
"B1.4",-0.00171490041032292,-0.0618981321837439,0.164626577772955,0.958411253420605,0.0379300260342049,0.0133670201853305,0.0177021621606474,-0.0203572589245904,-0.0548797251795909,0.0396817861554044,-0.0130236245875459,0.0382171352517744,0.0561212260484794,0.0311851221922024,0.0384850214689896,0.00596215281857857,0.00264860649900464,-0.190212274728819,0.00710065468833432,0.00043696429235861
"B1.5",-0.00171490041032292,-0.0618981321837439,0.164626577772955,0.958411253420605,0.0379300260342049,0.0133670201853305,0.0177021621606474,-0.0203572589245904,-0.0548797251795909,0.0396817861554044,-0.0130236245875459,0.0382171352517744,0.0561212260484794,0.0311851221922024,0.0384850214689896,0.00596215281857857,0.00264860649900464,-0.190212274728819,0.00710065468833432,0.00043696429235861
