WL;Av22 BB-A 02-04;Av22 BB-A 14-16;Av22 BB-A 24-26;Av22 BB-A 40-42;Av22 BOL-A 02-04;Av22 BOL-A 14-16;Av22 BOL-A 24-26;Av22 BOL-A 40-42;Av22 BOL-A 52-54;Av22 BOL-A 64-66;Av22 BOL-A 84-86;Av22 HAL-C 02-04;Av22 HAL-C 14-16;Av22 HAL-C 24-26;Av22 HAL-C 40-42;Av22 HAL-C 52-54;Av22 HAL-C 64-66;Av22 HAL-C 74-76;Av22 J-C 02-04;Av22 J-C 14-16;Av22 J-C 24-26;Av22 J-C 40-42;Av22 J-C 52-54;Av22 J-C 66-64;A4.1;A4.2;A4.3;A4.4;A4.5;H4.1;H4.2;H4.3;H4.4;H4.5;H3.1;H3.2;H3.3;H3.4;H3.5;G4.1;G4.2;G4.3;G4.4;G4.5;G3.1;G3.2;G3.3;G3.4;G3.5;F4.1;F4.2;F4.3;F4.4;F4.5;F3.1;F3.2;F3.3;F3.4;F3.5;E1.1;E1.2;E1.3;E1.4;E1.5;D4.1;D4.2;D4.3;D4.4;D4.5;D3.1;D3.2;D3.3;D3.4;D3.5;D2.1;D2.2;D2.3;D2.4;D2.5;D1.1;D1.2;D1.3;D1.4;D1.5;C4.1;C4.2;C4.3;C4.4;C4.5;C3.1;C3.2;C3.3;C3.4;C3.5;C2.1;C2.2;C2.3;C2.4;C2.5;C1.1;C1.2;C1.3;C1.4;C1.5;B4.1;B4.2;B4.3;B4.4;B4.5;B3.1;B3.2;B3.3;B3.4;B3.5;B2.1;B2.2;B2.3;B2.4;B2.5;B1.1;B1.2;B1.3;B1.4;B1.5
432.371189;0.634852;0.671849;0.65963;0.597966;0.745893;0.718518;0.622935;0.6808;0.790373;0.654519;0.76912;0.584441;0.815213;0.681574;0.581308;0.624436;0.626933;0.720104;0.796182;0.630003;0.68497;0.754063;0.498087;0.782037;0.294360908;0.294360908;0.294360908;0.294360908;0.294360908;0;0;0;0;0;0.25572092;0.25572092;0.25572092;0.25572092;0.25572092;0.09938733;0.09938733;0.09938733;0.09938733;0.09938733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.45090749;0.45090749;0.45090749;0.45090749;0.45090749;0.439709542;0.439709542;0.439709542;0.439709542;0.439709542;0;0;0;0;0;0;0;0;0;0;0.158396862;0.158396862;0.158396862;0.158396862;0.158396862;0.06419511;0.06419511;0.06419511;0.06419511;0.06419511;0.033652309;0.033652309;0.033652309;0.033652309;0.033652309;0;0;0;0;0;0;0;0;0;0;0.246496019;0.246496019;0.246496019;0.246496019;0.246496019;0;0;0;0;0;0.266775635;0.266775635;0.266775635;0.266775635;0.266775635;0.067315639;0.067315639;0.067315639;0.067315639;0.067315639
434.234858;0.625197;0.661046;0.64928;0.591329;0.73714;0.710749;0.616178;0.674482;0.781225;0.644901;0.759896;0.579391;0.803422;0.674511;0.573794;0.619377;0.618239;0.711945;0.78729;0.62137;0.67455;0.740366;0.492138;0.767238;0.294360908;0.294360908;0.294360908;0.294360908;0.294360908;0;0;0;0;0;0.25572092;0.25572092;0.25572092;0.25572092;0.25572092;0.09938733;0.09938733;0.09938733;0.09938733;0.09938733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.461845913;0.461845913;0.461845913;0.461845913;0.461845913;0.439709542;0.439709542;0.439709542;0.439709542;0.439709542;0;0;0;0;0;0;0;0;0;0;0.158396862;0.158396862;0.158396862;0.158396862;0.158396862;0.06419511;0.06419511;0.06419511;0.06419511;0.06419511;0.033652309;0.033652309;0.033652309;0.033652309;0.033652309;0;0;0;0;0;0;0;0;0;0;0.24374963;0.24374963;0.24374963;0.24374963;0.24374963;0;0;0;0;0;0.266775635;0.266775635;0.266775635;0.266775635;0.266775635;0.067315639;0.067315639;0.067315639;0.067315639;0.067315639
436.098527;0.619427;0.6545;0.642547;0.586283;0.732898;0.706325;0.612738;0.670743;0.777762;0.638883;0.754606;0.576281;0.794932;0.668735;0.5694;0.617304;0.614335;0.70684;0.783771;0.616949;0.668881;0.733696;0.488102;0.760154;0.308789441;0.308789441;0.308789441;0.308789441;0.308789441;0;0;0;0;0;0.285909337;0.285909337;0.285909337;0.285909337;0.285909337;0.09938733;0.09938733;0.09938733;0.09938733;0.09938733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.461845913;0.461845913;0.461845913;0.461845913;0.461845913;0.436970435;0.436970435;0.436970435;0.436970435;0.436970435;0;0;0;0;0;0;0;0;0;0;0.158396862;0.158396862;0.158396862;0.158396862;0.158396862;0.058705718;0.058705718;0.058705718;0.058705718;0.058705718;0.033648872;0.033648872;0.033648872;0.033648872;0.033648872;0;0;0;0;0;0;0;0;0;0;0.24374963;0.24374963;0.24374963;0.24374963;0.24374963;0;0;0;0;0;0.253043104;0.253043104;0.253043104;0.253043104;0.253043104;0.053602775;0.053602775;0.053602775;0.053602775;0.053602775
437.962196;0.617314;0.652038;0.63956;0.582866;0.732894;0.705224;0.612504;0.669341;0.77921;0.636745;0.753055;0.57508;0.789983;0.664703;0.567955;0.617797;0.614884;0.704928;0.785037;0.61665;0.668086;0.733435;0.486234;0.760232;0.308789441;0.308789441;0.308789441;0.308789441;0.308789441;0;0;0;0;0;0.299630008;0.299630008;0.299630008;0.299630008;0.299630008;0.085668921;0.085668921;0.085668921;0.085668921;0.085668921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.461845913;0.461845913;0.461845913;0.461845913;0.461845913;0.436970435;0.436970435;0.436970435;0.436970435;0.436970435;0;0;0;0;0;0;0;0;0;0;0.158402801;0.158402801;0.158402801;0.158402801;0.158402801;0.058705718;0.058705718;0.058705718;0.058705718;0.058705718;0.033648872;0.033648872;0.033648872;0.033648872;0.033648872;0;0;0;0;0;0;0;0;0;0;0.24374963;0.24374963;0.24374963;0.24374963;0.24374963;0;0;0;0;0;0.253043104;0.253043104;0.253043104;0.253043104;0.253043104;0.053602775;0.053602775;0.053602775;0.053602775;0.053602775
439.825865;0.617984;0.65274;0.639812;0.580954;0.736066;0.706907;0.614889;0.669776;0.784007;0.638193;0.754518;0.575503;0.788422;0.662676;0.568773;0.620105;0.618839;0.705959;0.789683;0.619672;0.671459;0.737911;0.486486;0.765623;0.308789441;0.308789441;0.308789441;0.308789441;0.308789441;0;0;0;0;0;0.299630008;0.299630008;0.299630008;0.299630008;0.299630008;0.085668921;0.085668921;0.085668921;0.085668921;0.085668921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.461843075;0.461843075;0.461843075;0.461843075;0.461843075;0.436970435;0.436970435;0.436970435;0.436970435;0.436970435;0;0;0;0;0;0;0;0;0;0;0.158402801;0.158402801;0.158402801;0.158402801;0.158402801;0.058705718;0.058705718;0.058705718;0.058705718;0.058705718;0.033648872;0.033648872;0.033648872;0.033648872;0.033648872;0;0;0;0;0;0;0;0;0;0;0.246491271;0.246491271;0.246491271;0.246491271;0.246491271;0;0;0;0;0;0.253043104;0.253043104;0.253043104;0.253043104;0.253043104;0.053602775;0.053602775;0.053602775;0.053602775;0.053602775
441.689534;0.620237;0.65528;0.642373;0.580303;0.740939;0.710503;0.619024;0.671448;0.790274;0.642527;0.757984;0.577115;0.789822;0.662703;0.570914;0.623371;0.624796;0.709392;0.795922;0.624801;0.677728;0.744955;0.488572;0.773815;0.321159586;0.321159586;0.321159586;0.321159586;0.321159586;0;0;0;0;0;0.316097754;0.316097754;0.316097754;0.316097754;0.316097754;0.091173036;0.091173036;0.091173036;0.091173036;0.091173036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.461843075;0.461843075;0.461843075;0.461843075;0.461843075;0.423250928;0.423250928;0.423250928;0.423250928;0.423250928;0;0;0;0;0;0;0;0;0;0;0.158408739;0.158408739;0.158408739;0.158408739;0.158408739;0.05595929;0.05595929;0.05595929;0.05595929;0.05595929;0.033645436;0.033645436;0.033645436;0.033645436;0.033645436;0;0;0;0;0;0;0;0;0;0;0.246491271;0.246491271;0.246491271;0.246491271;0.246491271;0;0;0;0;0;0.231071056;0.231071056;0.231071056;0.231071056;0.231071056;0.050174559;0.050174559;0.050174559;0.050174559;0.050174559
443.553203;0.62291;0.658334;0.646163;0.58061;0.746062;0.715048;0.623996;0.673815;0.796292;0.648857;0.762431;0.579466;0.793605;0.664619;0.573468;0.626838;0.631394;0.714527;0.802048;0.630778;0.685414;0.752514;0.49206;0.782354;0.321159586;0.321159586;0.321159586;0.321159586;0.321159586;0;0;0;0;0;0.316097754;0.316097754;0.316097754;0.316097754;0.316097754;0.077442661;0.077442661;0.077442661;0.077442661;0.077442661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.461843075;0.461843075;0.461843075;0.461843075;0.461843075;0.423250928;0.423250928;0.423250928;0.423250928;0.423250928;0;0;0;0;0;0;0;0;0;0;0.158408739;0.158408739;0.158408739;0.158408739;0.158408739;0.05595929;0.05595929;0.05595929;0.05595929;0.05595929;0.033645436;0.033645436;0.033645436;0.033645436;0.033645436;0;0;0;0;0;0;0;0;0;0;0.424849838;0.424849838;0.424849838;0.424849838;0.424849838;0;0;0;0;0;0.231071056;0.231071056;0.231071056;0.231071056;0.231071056;0.050174559;0.050174559;0.050174559;0.050174559;0.050174559
445.416872;0.625169;0.660925;0.650218;0.581556;0.750365;0.719697;0.629051;0.676492;0.800877;0.656317;0.767031;0.582184;0.799136;0.668079;0.575785;0.630012;0.637624;0.720634;0.806814;0.636603;0.693171;0.759139;0.496483;0.78945;0.321159586;0.321159586;0.321159586;0.321159586;0.321159586;0;0;0;0;0;0.316097754;0.316097754;0.316097754;0.316097754;0.316097754;0.077442661;0.077442661;0.077442661;0.077442661;0.077442661;0;0;0;0;0;0;0;0;0;0;0.03409664;0.03409664;0.03409664;0.03409664;0.03409664;0.489193389;0.489193389;0.489193389;0.489193389;0.489193389;0.415021621;0.415021621;0.415021621;0.415021621;0.415021621;0;0;0;0;0;0;0;0;0;0;0.158408739;0.158408739;0.158408739;0.158408739;0.158408739;0.058698791;0.058698791;0.058698791;0.058698791;0.058698791;0.033641999;0.033641999;0.033641999;0.033641999;0.033641999;0;0;0;0;0;0;0;0;0;0;0.249232912;0.249232912;0.249232912;0.249232912;0.249232912;0;0;0;0;0;0.231071056;0.231071056;0.231071056;0.231071056;0.231071056;0.050174559;0.050174559;0.050174559;0.050174559;0.050174559
447.28054;0.626661;0.662601;0.653868;0.582848;0.753337;0.723864;0.633715;0.679281;0.803548;0.664202;0.771265;0.585032;0.805769;0.672592;0.577595;0.632713;0.643004;0.727046;0.809625;0.641716;0.70004;0.764206;0.501414;0.79428;0.33352973;0.33352973;0.33352973;0.33352973;0.33352973;0;0;0;0;0;0.316100695;0.316100695;0.316100695;0.316100695;0.316100695;0.077454626;0.077454626;0.077454626;0.077454626;0.077454626;0;0;0;0;0;0;0;0;0;0;0.03409664;0.03409664;0.03409664;0.03409664;0.03409664;0.489193389;0.489193389;0.489193389;0.489193389;0.489193389;0.415021621;0.415021621;0.415021621;0.415021621;0.415021621;0.390263482;0.390263482;0.390263482;0.390263482;0.390263482;0;0;0;0;0;0.161158308;0.161158308;0.161158308;0.161158308;0.161158308;0.058698791;0.058698791;0.058698791;0.058698791;0.058698791;0.033641999;0.033641999;0.033641999;0.033641999;0.033641999;0;0;0;0;0;0;0;0;0;0;0.872121821;0.872121821;0.872121821;0.872121821;0.872121821;0;0;0;0;0;0.231071056;0.231071056;0.231071056;0.231071056;0.231071056;0.042632483;0.042632483;0.042632483;0.042632483;0.042632483
449.144209;0.627486;0.663433;0.656795;0.584233;0.754996;0.727256;0.637806;0.68213;0.804454;0.672014;0.774901;0.587886;0.812837;0.677573;0.578982;0.635022;0.647541;0.733202;0.8105;0.645991;0.705532;0.767855;0.50651;0.796958;0.33352973;0.33352973;0.33352973;0.33352973;0.33352973;0;0;0;0;0;0.316100695;0.316100695;0.316100695;0.316100695;0.316100695;0.077454626;0.077454626;0.077454626;0.077454626;0.077454626;0;0;0;0;0;0;0;0;0;0;0.03409664;0.03409664;0.03409664;0.03409664;0.03409664;0.497396497;0.497396497;0.497396497;0.497396497;0.497396497;0.415021621;0.415021621;0.415021621;0.415021621;0.415021621;0.390263482;0.390263482;0.390263482;0.390263482;0.390263482;0;0;0;0;0;0.161158308;0.161158308;0.161158308;0.161158308;0.161158308;0.058698791;0.058698791;0.058698791;0.058698791;0.058698791;0.033641999;0.033641999;0.033641999;0.033641999;0.033641999;0;0;0;0;0;0;0;0;0;0;0.306854842;0.306854842;0.306854842;0.306854842;0.306854842;0;0;0;0;0;0.231071056;0.231071056;0.231071056;0.231071056;0.231071056;0.042632483;0.042632483;0.042632483;0.042632483;0.042632483
451.007878;0.628016;0.663823;0.658962;0.585496;0.755676;0.729797;0.641349;0.685027;0.804116;0.679403;0.777866;0.590675;0.819603;0.68238;0.580244;0.637144;0.651545;0.738639;0.809846;0.649583;0.709557;0.770667;0.511502;0.798194;0.339038578;0.339038578;0.339038578;0.339038578;0.339038578;0;0;0;0;0;0.316100695;0.316100695;0.316100695;0.316100695;0.316100695;0.077454626;0.077454626;0.077454626;0.077454626;0.077454626;0;0;0;0;0;0;0;0;0;0;0.031344483;0.031344483;0.031344483;0.031344483;0.031344483;0.497396497;0.497396497;0.497396497;0.497396497;0.497396497;0.384831514;0.384831514;0.384831514;0.384831514;0.384831514;0.390263482;0.390263482;0.390263482;0.390263482;0.390263482;0;0;0;0;0;0.161158308;0.161158308;0.161158308;0.161158308;0.161158308;0.058695328;0.058695328;0.058695328;0.058695328;0.058695328;0.039130492;0.039130492;0.039130492;0.039130492;0.039130492;0;0;0;0;0;0;0;0;0;0;0.306854842;0.306854842;0.306854842;0.306854842;0.306854842;0;0;0;0;0;0.247550092;0.247550092;0.247550092;0.247550092;0.247550092;0.042632483;0.042632483;0.042632483;0.042632483;0.042632483
452.871547;0.62863;0.664217;0.660456;0.586433;0.755722;0.731484;0.644411;0.687869;0.803074;0.68605;0.780074;0.593287;0.825217;0.686352;0.581672;0.639226;0.655343;0.742935;0.808125;0.652686;0.712234;0.773217;0.516154;0.798791;0.339038578;0.339038578;0.339038578;0.339038578;0.339038578;0;0;0;0;0;0.316103636;0.316103636;0.316103636;0.316103636;0.316103636;0.074720517;0.074720517;0.074720517;0.074720517;0.074720517;0;0;0;0;0;0;0;0;0;0;0.031344483;0.031344483;0.031344483;0.031344483;0.031344483;0.497396497;0.497396497;0.497396497;0.497396497;0.497396497;0.384831514;0.384831514;0.384831514;0.384831514;0.384831514;0.393008039;0.393008039;0.393008039;0.393008039;0.393008039;0;0;0;0;0;0.155676987;0.155676987;0.155676987;0.155676987;0.155676987;0.058695328;0.058695328;0.058695328;0.058695328;0.058695328;0.039130492;0.039130492;0.039130492;0.039130492;0.039130492;0;0;0;0;0;0;0;0;0;0;0.701990551;0.701990551;0.701990551;0.701990551;0.701990551;0;0;0;0;0;0.247550092;0.247550092;0.247550092;0.247550092;0.247550092;0.037695852;0.037695852;0.037695852;0.037695852;0.037695852
454.735216;0.629455;0.664806;0.66129;0.586815;0.755191;0.732224;0.646943;0.690356;0.80155;0.691546;0.781255;0.595483;0.828698;0.688836;0.583344;0.641194;0.659;0.745641;0.80554;0.655283;0.71365;0.775654;0.520197;0.79915;0.339038578;0.339038578;0.339038578;0.339038578;0.339038578;0;0;0;0;0;0.316103636;0.316103636;0.316103636;0.316103636;0.316103636;0.074720517;0.074720517;0.074720517;0.074720517;0.074720517;0;0;0;0;0;0;0;0;0;0;0.031344483;0.031344483;0.031344483;0.031344483;0.031344483;0.450893303;0.450893303;0.450893303;0.450893303;0.450893303;0.384831514;0.384831514;0.384831514;0.384831514;0.384831514;0.393008039;0.393008039;0.393008039;0.393008039;0.393008039;0;0;0;0;0;0.155676987;0.155676987;0.155676987;0.155676987;0.155676987;0.058695328;0.058695328;0.058695328;0.058695328;0.058695328;0.039130492;0.039130492;0.039130492;0.039130492;0.039130492;0;0;0;0;0;0;0;0;0;0;0.490701437;0.490701437;0.490701437;0.490701437;0.490701437;0;0;0;0;0;0.247550092;0.247550092;0.247550092;0.247550092;0.247550092;0.037695852;0.037695852;0.037695852;0.037695852;0.037695852
456.598885;0.630192;0.665329;0.661253;0.586356;0.753681;0.731701;0.648655;0.691935;0.799247;0.695299;0.780862;0.596849;0.828982;0.689208;0.584982;0.642653;0.662141;0.746224;0.801825;0.656987;0.713656;0.777453;0.523278;0.798946;0.352094853;0.352094853;0.352094853;0.352094853;0.352094853;0;0;0;0;0;0.316103636;0.316103636;0.316103636;0.316103636;0.316103636;0.074720517;0.074720517;0.074720517;0.074720517;0.074720517;0;0;0;0;0;0;0;0;0;0;0.028592325;0.028592325;0.028592325;0.028592325;0.028592325;0.450893303;0.450893303;0.450893303;0.450893303;0.450893303;0.362876707;0.362876707;0.362876707;0.362876707;0.362876707;0.401229984;0.401229984;0.401229984;0.401229984;0.401229984;0;0;0;0;0;0.155682925;0.155682925;0.155682925;0.155682925;0.155682925;0.061434829;0.061434829;0.061434829;0.061434829;0.061434829;0.06384074;0.06384074;0.06384074;0.06384074;0.06384074;0;0;0;0;0;0;0;0;0;0;0.490701437;0.490701437;0.490701437;0.490701437;0.490701437;0;0;0;0;0;0.258536117;0.258536117;0.258536117;0.258536117;0.258536117;0.037695852;0.037695852;0.037695852;0.037695852;0.037695852
458.462554;0.630093;0.665022;0.659833;0.584695;0.750326;0.729334;0.648979;0.69183;0.795329;0.696535;0.778087;0.596807;0.825027;0.686901;0.58593;0.642892;0.663922;0.744059;0.796222;0.657025;0.711776;0.777411;0.524934;0.797087;0.352094853;0.352094853;0.352094853;0.352094853;0.352094853;0;0;0;0;0;0.310618309;0.310618309;0.310618309;0.310618309;0.310618309;0.074732482;0.074732482;0.074732482;0.074732482;0.074732482;0;0;0;0;0;0;0;0;0;0;0.028592325;0.028592325;0.028592325;0.028592325;0.028592325;0.450893303;0.450893303;0.450893303;0.450893303;0.450893303;0.362876707;0.362876707;0.362876707;0.362876707;0.362876707;0.401229984;0.401229984;0.401229984;0.401229984;0.401229984;0;0;0;0;0;0.155682925;0.155682925;0.155682925;0.155682925;0.155682925;0.061434829;0.061434829;0.061434829;0.061434829;0.061434829;0.06384074;0.06384074;0.06384074;0.06384074;0.06384074;0;0;0;0;0;0;0;0;0;0;0.53185928;0.53185928;0.53185928;0.53185928;0.53185928;0;0;0;0;0;0.258536117;0.258536117;0.258536117;0.258536117;0.258536117;0.028919618;0.028919618;0.028919618;0.028919618;0.028919618
460.326223;0.628086;0.662746;0.656265;0.581409;0.743975;0.724333;0.647132;0.689136;0.788608;0.694379;0.771982;0.594683;0.815967;0.681432;0.585252;0.640986;0.663176;0.738464;0.787645;0.654363;0.70724;0.773892;0.52462;0.791954;0.352094853;0.352094853;0.352094853;0.352094853;0.352094853;0;0;0;0;0;0.310618309;0.310618309;0.310618309;0.310618309;0.310618309;0.074732482;0.074732482;0.074732482;0.074732482;0.074732482;0;0;0;0;0;0;0;0;0;0;0.03135809;0.03135809;0.03135809;0.03135809;0.03135809;0.439949205;0.439949205;0.439949205;0.439949205;0.439949205;0.362876707;0.362876707;0.362876707;0.362876707;0.362876707;0.401229984;0.401229984;0.401229984;0.401229984;0.401229984;0;0;0;0;0;0.155682925;0.155682925;0.155682925;0.155682925;0.155682925;0.06417433;0.06417433;0.06417433;0.06417433;0.06417433;0.06384074;0.06384074;0.06384074;0.06384074;0.06384074;0;0;0;0;0;0;0;0;0;0;0.449538847;0.449538847;0.449538847;0.449538847;0.449538847;0;0;0;0;0;0.258536117;0.258536117;0.258536117;0.258536117;0.258536117;0.028919618;0.028919618;0.028919618;0.028919618;0.028919618
462.189892;0.623021;0.657248;0.649675;0.576053;0.733491;0.715848;0.642266;0.682985;0.777857;0.688011;0.761666;0.589824;0.801276;0.672444;0.581926;0.635978;0.658671;0.7288;0.774974;0.647947;0.699146;0.765253;0.521776;0.781842;0.35966209;0.35966209;0.35966209;0.35966209;0.35966209;0;0;0;0;0;0.318853653;0.318853653;0.318853653;0.318853653;0.318853653;0.074744448;0.074744448;0.074744448;0.074744448;0.074744448;0;0;0;0;0;0;0;0;0;0;0.025840167;0.025840167;0.025840167;0.025840167;0.025840167;0.439949205;0.439949205;0.439949205;0.439949205;0.439949205;0.3601376;0.3601376;0.3601376;0.3601376;0.3601376;0.423145394;0.423145394;0.423145394;0.423145394;0.423145394;0;0;0;0;0;0.155688864;0.155688864;0.155688864;0.155688864;0.155688864;0.06417433;0.06417433;0.06417433;0.06417433;0.06417433;0.118756604;0.118756604;0.118756604;0.118756604;0.118756604;0;0;0;0;0;0;0;0;0;0;0.449538847;0.449538847;0.449538847;0.449538847;0.449538847;0;0;0;0;0;0.266775635;0.266775635;0.266775635;0.266775635;0.266775635;0.028919618;0.028919618;0.028919618;0.028919618;0.028919618
464.053561;0.613959;0.647476;0.63929;0.568235;0.718087;0.703164;0.633658;0.672722;0.762167;0.676853;0.746549;0.581734;0.7809;0.659751;0.575088;0.627096;0.649426;0.7146;0.757395;0.636984;0.686706;0.750309;0.515925;0.765473;0.35966209;0.35966209;0.35966209;0.35966209;0.35966209;0;0;0;0;0;0.346294995;0.346294995;0.346294995;0.346294995;0.346294995;0.074744448;0.074744448;0.074744448;0.074744448;0.074744448;0;0;0;0;0;0;0;0;0;0;0.025840167;0.025840167;0.025840167;0.025840167;0.025840167;0.439949205;0.439949205;0.439949205;0.439949205;0.439949205;0.3601376;0.3601376;0.3601376;0.3601376;0.3601376;0.423145394;0.423145394;0.423145394;0.423145394;0.423145394;0;0;0;0;0;0.155688864;0.155688864;0.155688864;0.155688864;0.155688864;0.06417433;0.06417433;0.06417433;0.06417433;0.06417433;0.118756604;0.118756604;0.118756604;0.118756604;0.118756604;0;0;0;0;0;0;0;0;0;0;0.36172801;0.36172801;0.36172801;0.36172801;0.36172801;0;0;0;0;0;0.266775635;0.266775635;0.266775635;0.266775635;0.266775635;0.030290905;0.030290905;0.030290905;0.030290905;0.030290905
465.91723;0.600419;0.632862;0.624648;0.557694;0.697591;0.685909;0.620899;0.658059;0.741243;0.660727;0.726513;0.570189;0.75532;0.643386;0.564244;0.61394;0.634979;0.695698;0.73468;0.621172;0.669482;0.7287;0.506779;0.742411;0.35966209;0.35966209;0.35966209;0.35966209;0.35966209;0;0;0;0;0;0.346294995;0.346294995;0.346294995;0.346294995;0.346294995;0.074744448;0.074744448;0.074744448;0.074744448;0.074744448;0;0;0;0;0;0;0;0;0;0;0.02308801;0.02308801;0.02308801;0.02308801;0.02308801;0.431740422;0.431740422;0.431740422;0.431740422;0.431740422;0.379359295;0.379359295;0.379359295;0.379359295;0.379359295;0.423145394;0.423145394;0.423145394;0.423145394;0.423145394;0;0;0;0;0;0.155688864;0.155688864;0.155688864;0.155688864;0.155688864;0.099829404;0.099829404;0.099829404;0.099829404;0.099829404;0.069325797;0.069325797;0.069325797;0.069325797;0.069325797;0;0;0;0;0;0;0;0;0;0;0.25745546;0.25745546;0.25745546;0.25745546;0.25745546;0;0;0;0;0;0.266775635;0.266775635;0.266775635;0.266775635;0.266775635;0.030290905;0.030290905;0.030290905;0.030290905;0.030290905
467.780899;0.582526;0.613497;0.605761;0.544381;0.672557;0.664195;0.604021;0.639165;0.715548;0.639954;0.702009;0.555307;0.725525;0.623625;0.549402;0.5966;0.615539;0.672328;0.707324;0.600828;0.647564;0.701064;0.494327;0.713259;0.372032234;0.372032234;0.372032234;0.372032234;0.372032234;0;0;0;0;0;0.354530339;0.354530339;0.354530339;0.354530339;0.354530339;0.077502488;0.077502488;0.077502488;0.077502488;0.077502488;0;0;0;0;0;0;0;0;0;0;0.02308801;0.02308801;0.02308801;0.02308801;0.02308801;0.431740422;0.431740422;0.431740422;0.431740422;0.431740422;0.379359295;0.379359295;0.379359295;0.379359295;0.379359295;0.456015578;0.456015578;0.456015578;0.456015578;0.456015578;0;0;0;0;0;0.158438432;0.158438432;0.158438432;0.158438432;0.158438432;0.099829404;0.099829404;0.099829404;0.099829404;0.099829404;0.069325797;0.069325797;0.069325797;0.069325797;0.069325797;0;0;0;0;0;0;0;0;0;0;0.25745546;0.25745546;0.25745546;0.25745546;0.25745546;0;0;0;0;0;0.286001177;0.286001177;0.286001177;0.286001177;0.286001177;0.030290905;0.030290905;0.030290905;0.030290905;0.030290905
469.644567;0.561009;0.590141;0.583173;0.528513;0.644206;0.638666;0.583536;0.616679;0.686255;0.615343;0.674025;0.53756;0.692885;0.601001;0.531094;0.575678;0.59198;0.645162;0.676507;0.576854;0.621634;0.668949;0.478875;0.679585;0.372032234;0.372032234;0.372032234;0.372032234;0.372032234;0;0;0;0;0;0.354530339;0.354530339;0.354530339;0.354530339;0.354530339;0.077502488;0.077502488;0.077502488;0.077502488;0.077502488;0;0;0;0;0;0;0;0;0;0;0.02308801;0.02308801;0.02308801;0.02308801;0.02308801;0.429002269;0.429002269;0.429002269;0.429002269;0.429002269;0.379359295;0.379359295;0.379359295;0.379359295;0.379359295;0.456015578;0.456015578;0.456015578;0.456015578;0.456015578;0;0;0;0;0;0.158438432;0.158438432;0.158438432;0.158438432;0.158438432;0.099829404;0.099829404;0.099829404;0.099829404;0.099829404;0.069325797;0.069325797;0.069325797;0.069325797;0.069325797;0;0;0;0;0;0;0;0;0;0;0.19159674;0.19159674;0.19159674;0.19159674;0.19159674;0;0;0;0;0;0.286001177;0.286001177;0.286001177;0.286001177;0.286001177;0.027822589;0.027822589;0.027822589;0.027822589;0.027822589
471.508236;0.537066;0.564084;0.557904;0.510577;0.61419;0.610438;0.560374;0.591624;0.655039;0.588093;0.643943;0.51771;0.65897;0.576274;0.510275;0.552193;0.565682;0.615263;0.643884;0.55058;0.592881;0.634507;0.461027;0.6436;0.389891416;0.389891416;0.389891416;0.389891416;0.389891416;0;0;0;0;0;0.354530339;0.354530339;0.354530339;0.354530339;0.354530339;0.077502488;0.077502488;0.077502488;0.077502488;0.077502488;0;0;0;0;0;0;0;0;0;0;0.023094814;0.023094814;0.023094814;0.023094814;0.023094814;0.429002269;0.429002269;0.429002269;0.429002269;0.429002269;0.404071189;0.404071189;0.404071189;0.404071189;0.404071189;0.414941043;0.414941043;0.414941043;0.414941043;0.414941043;0;0;0;0;0;0.158438432;0.158438432;0.158438432;0.158438432;0.158438432;0.190343768;0.190343768;0.190343768;0.190343768;0.190343768;0.03637078;0.03637078;0.03637078;0.03637078;0.03637078;0;0;0;0;0;0;0;0;0;0;0.19159674;0.19159674;0.19159674;0.19159674;0.19159674;0;0;0;0;0;0.299733708;0.299733708;0.299733708;0.299733708;0.299733708;0.027822589;0.027822589;0.027822589;0.027822589;0.027822589
473.371905;0.512124;0.536896;0.531297;0.491291;0.584276;0.580938;0.535734;0.565263;0.623748;0.559618;0.613328;0.496702;0.625331;0.550376;0.488145;0.527421;0.538263;0.583974;0.611275;0.523509;0.562817;0.600057;0.441614;0.607694;0.389891416;0.389891416;0.389891416;0.389891416;0.389891416;0;0;0;0;0;0.35453328;0.35453328;0.35453328;0.35453328;0.35453328;0.080260529;0.080260529;0.080260529;0.080260529;0.080260529;0;0;0;0;0;0;0;0;0;0;0.023094814;0.023094814;0.023094814;0.023094814;0.023094814;0.429002269;0.429002269;0.429002269;0.429002269;0.429002269;0.404071189;0.404071189;0.404071189;0.404071189;0.404071189;0.458760136;0.458760136;0.458760136;0.458760136;0.458760136;0;0;0;0;0;0.158444371;0.158444371;0.158444371;0.158444371;0.158444371;0.190343768;0.190343768;0.190343768;0.190343768;0.190343768;0.03637078;0.03637078;0.03637078;0.03637078;0.03637078;0;0;0;0;0;0;0;0;0;0;0.19159674;0.19159674;0.19159674;0.19159674;0.19159674;0;0;0;0;0;0.299733708;0.299733708;0.299733708;0.299733708;0.299733708;0.027822589;0.027822589;0.027822589;0.027822589;0.027822589
